"COWID","ZONE_CODE","COUNT","AREA","MIN","MAX","RANGE","MEAN","STD","SUM","GWCODE"
560,154,3065396,2052243101680,0,2035.88952637,2035.88952637,84.4699359633,117.128049123,258933803.822,560
678,155,204559,136949613243,0,1933.29248047,1933.29248047,188.702695753,202.869480202,38600834.7406,678
680,156,430875,288465257486,0,1500.37390137,1500.37390137,121.624554596,142.270340556,52404979.9613,680
713,157,53354,35719815138.7,0,2395.00512695,2395.00512695,387.448242825,342.523476581,20671913.5477,713
710,158,14017112,9384275769740,0,7104.00390625,7104.00390625,220.469537094,258.643583289,3090346194.04,710
820,159,491179,328838008022,0,2935.35913086,2935.35913086,97.6873624378,131.251877649,47981980.9949,820
830,160,796,532911737.647,0,105.14276123,105.14276123,25.6215598802,15.6353064107,20394.7616646,830
850,161,2816779,1885797225450,0,4699.08007813,4699.08007813,92.4025071228,139.783924548,260277441.611,850
620,162,2599512,1740339770040,0,1375.69006348,1375.69006348,29.5977737129,48.2085513023,76939767.94,620
483,163,1735557,1161933036000,0,1611.97363281,1611.97363281,25.5147834615,58.8113483449,44282361.0401,483
666,164,41846,28015357504.5,0,1242.72241211,1242.72241211,165.859123553,139.966603725,6940540.88421,666
652,165,279707,187260230404,0,1278.16003418,1278.16003418,47.7031809804,74.2701643844,13342913.6425,652
651,166,1495758,1001390697080,0,1525.67785645,1525.67785645,45.1978256337,72.6395984443,67605009.2741,651
750,167,4724772,3163173940330,0,3754.57617188,3754.57617188,115.695303796,225.461877346,546633931.905,750
2,168,14112897,9448402592340,0,3485.76269531,3485.76269531,123.542468904,185.853043987,1743542138.76,2
670,169,2930380,1961851630360,0,1788.59692383,1788.59692383,54.1288136827,93.7589104922,158617993.039,670
600,170,1005462,673143846178,0,2168.60546875,2168.60546875,99.2281317831,151.118309892,99770115.8389,600
435,171,1557893,1042989278510,0,850.629760742,850.629760742,9.24610940287,24.3625184933,14404449.116,435
110,1,316216,211702535216,0,2094.16040039,2094.16040039,25.6364142634,36.3729338602,8106644.37272,110
115,2,217896,145878562797,0,1047.38293457,1047.38293457,28.4645292134,43.2412003617,6202307.05748,115
52,3,7390,4947509725.14,0,824.34942627,824.34942627,59.0234151681,85.7149739143,436183.038092,52
101,4,1367350,915423196572,0,2986.99169922,2986.99169922,60.7411301406,106.413900676,83054384.2977,101
990,5,4063,2720126118.16,0,710.119689941,710.119689941,173.230327683,107.791058262,703834.821377,990
955,6,528,353489192.811,0,149.067092896,149.067092896,2.25767742413,14.0678635926,1192.05367994,972
160,7,4161730,2786224580300,0,3452.08276367,3452.08276367,82.5414448832,160.498164726,343515207.414,160
145,8,1632163,1092712086000,0,2950.68188477,2950.68188477,93.4939905125,165.711722272,152597432.037,145
140,9,12722412,8517490811530,0,2207.21850586,2207.21850586,29.4705309488,51.7030854086,374936236.589,140
155,10,1100095,736499419631,0,4698.68457031,4698.68457031,265.573336022,265.54933957,292155899.091,155
130,11,382485,256068776349,0,2544.25610352,2544.25610352,121.112505132,163.836298484,46323716.5255,130
150,12,598426,400638491851,0,910.747497559,910.747497559,24.304195917,37.3128874941,14544262.7458,150
135,13,1938582,1297855656020,0,6507.48291016,6507.48291016,141.801701505,217.135738348,274894226.108,135
165,14,266333,178306509827,0,667.514770508,667.514770508,44.3678362482,32.7403335663,11816618.9315,165
90,15,163707,109599725923,0,4440.58984375,4440.58984375,194.021963094,229.649301347,31762753.5122,90
70,16,2925137,1958341509450,0,2456.46923828,2456.46923828,183.089827074,210.715981836,535562827.498,70
53,17,659,441192003.906,0,419.011932373,419.011932373,93.7554784219,66.4895611979,61784.86028,53
54,18,1092,731079921.495,0,0,0,0,0,0,54
55,19,492,329387656.937,0,676.616577148,676.616577148,230.622112995,119.157705491,113466.079594,55
56,20,944,631995829.571,0,1337.9420166,1337.9420166,221.979943578,138.321528196,209549.066737,56
57,21,511,342107911.982,14.86606884,1641.74206543,1626.87599659,369.428451365,179.220397211,188777.938647,57
42,22,71966,48180309185.3,0,1425.48242188,1425.48242188,181.623859305,191.021176664,13070742.6587,42
41,23,40125,26863170192.3,0,1541.41101074,1541.41101074,255.864767537,201.938250779,10266573.7974,41
51,24,16292,10907283957,0,1721.35644531,1721.35644531,199.535120153,172.126652436,3250826.17753,51
31,25,16257,10883851908.2,0,112.507774353,112.507774353,6.0210310705,7.68930167593,97883.9021132,31
80,26,32722,21906957134.8,0,1025.59692383,1025.59692383,72.6362680466,115.40949997,2376803.96302,80
100,27,1705843,1142039896080,0,6224.15478516,6224.15478516,84.954608873,156.269299645,144919224.864,100
94,28,76396,51146137071.9,0,1758.96166992,1758.96166992,233.176722677,227.65047814,17813768.9057,94
40,29,161306,107992287378,0,1510.79748535,1510.79748535,62.795746718,116.632615373,10129330.7201,40
92,30,30865,20663719576,0,1447.45947266,1447.45947266,204.623679926,166.836869902,6315709.88092,92
91,31,167629,112225454359,0,1875.68041992,1875.68041992,243.968437238,203.491856886,40896185.1657,91
93,32,192105,128611820805,0,1612.67822266,1612.67822266,109.020324475,132.510297242,20943349.4333,93
95,33,110406,73915393601.3,0,1612.30212402,1612.30212402,167.0955177,168.747318415,18448347.7272,95
58,34,645,431819184.4,0,73.6681747437,73.6681747437,0.274775293631,4.08367924415,177.230064392,58
60,35,239,160007418.716,0,0,0,0,0,0,60
395,36,149994,100419049217,0,1386.48046875,1386.48046875,174.204702461,177.07374919,26129660.1409,395
205,37,101929,68240151390.2,0,1341.51928711,1341.51928711,56.2067334614,75.7857762528,5729096.13498,205
200,38,357443,239303480201,0,1680.62670898,1680.62670898,63.4554073671,85.0904420707,22681691.1755,200
402,39,5762,3857584713.97,0,2406.85449219,2406.85449219,229.127180756,230.823120752,1320230.81552,402
437,40,482864,323271222722,0,1120.47619629,1120.47619629,20.9300513281,34.8643551302,10106368.3045,437
452,41,358759,240184525234,0,1108.06091309,1108.06091309,21.4510695757,33.4088020266,7695764.2699,452
450,42,143959,96378694522.5,0,933.622497559,933.622497559,23.6409111137,35.9297812281,3403321.92302,450
235,43,136484,91374278393.2,0,1506.88024902,1506.88024902,140.607673546,129.127356931,19190697.7162,235
230,44,754640,505221750877,0,2120.03344727,2120.03344727,171.622801771,170.314312855,129513431.128,230
439,45,409282,274009022371,0,525.056213379,525.056213379,18.5952797191,18.5386093478,7610713.274,439
438,46,367682,246158358695,0,1215.39916992,1215.39916992,63.012970503,72.4905074875,23168735.0205,438
404,47,49512,33147645671.3,0,311.128601074,311.128601074,31.4583977239,22.5788614929,1557568.1881,404
432,48,1880820,1259184741710,0,1437.80456543,1437.80456543,11.148588541,25.593608723,20968488.2996,432
433,49,294030,196849294247,0,546.670837402,546.670837402,15.3241143047,19.5259186965,4505749.329,433
451,50,108555,72676172965.1,0,1422.97473145,1422.97473145,42.3094714149,59.4602342241,4592904.66944,451
420,51,15942,10672963469.3,0,104.479660034,104.479660034,21.3784438789,13.2224210135,340815.152317,420
522,52,32095,21487188718.3,0,1281.2767334,1281.2767334,147.418376803,143.89763314,4731392.80348,522
712,53,2333632,1562336537870,0,1713.5057373,1713.5057373,127.300742511,143.067032388,297073086.349,712
625,54,3736281,2501391959860,0,1795.07666016,1795.07666016,26.4243669604,55.7822067106,98728860.211,625
500,55,364048,243725442546,0,1726.73828125,1726.73828125,58.5417247045,94.8498879506,21311997.7952,500
645,56,653435,437466308152,0,2135.90332031,2135.90332031,43.87981195,116.984302806,28672604.9215,645
663,57,133652,89478290904.5,0,1367.79492188,1367.79492188,68.3800787469,111.386741932,9139134.28469,663
385,58,463133,310061572602,0,2583.88769531,2583.88769531,276.275500664,230.737217322,127952301.449,385
380,59,660127,441946515876,0,1835.97790527,1835.97790527,84.3238865432,96.8147000933,55664474.2521,380
615,60,3474278,2325984329210,0,1595.0949707,1595.0949707,38.3711213765,74.1430913203,133311942.834,615
232,61,759,508140714.666,220.726074219,1458.31787109,1237.59179688,657.17174921,214.275783213,498793.357651,232
471,62,698066,467346187251,0,1664.00927734,1664.00927734,45.3696537297,77.1705140311,31671012.7005,471
482,63,930111,622697323134,0,715.346069336,715.346069336,17.7344898327,23.2897849118,16495044.0728,482
221,64,15,10042306.6139,307.449188232,801.220947266,493.771759033,533.353619385,155.209715787,8000.30429077,221
616,65,232190,155448211513,0,1023.36407471,1023.36407471,51.1909256837,73.6428015888,11886021.0345,616
434,66,174572,116873703347,0,570.827453613,570.827453613,13.3132972722,18.5529557783,2324128.93141,434
411,67,40118,26858483782.6,0,1139.15405273,1139.15405273,43.316370222,86.1683768688,1737766.14057,411
946,68,5,3347435.53798,0,0,0,0,0,0,970
436,69,1775283,1188529080840,0,1300.9519043,1300.9519043,13.900250861,27.5590172387,24676879.0492,436
475,70,1365205,913987146726,0,1662.99694824,1662.99694824,26.2279655812,50.0906311139,35806549.7513,475
403,71,1480,990840919.243,0,1418.51501465,1418.51501465,176.442453268,176.908524438,261134.830836,403
461,72,85817,57453375112.6,0,1135.8371582,1135.8371582,26.2830407723,45.9352394936,2255531.70996,461
339,73,42623,28535548987.1,0,2010.53356934,2010.53356934,387.949641028,274.812502189,16535577.5496,339
325,74,447375,299511794761,0,2070.31225586,2070.31225586,243.02731986,257.770041832,108724347.222,325
338,75,396,265116894.608,12.7279224396,276.088745117,263.360822678,89.21332735,46.7260161722,35328.4776306,338
331,76,89,59584352.5761,52.2494010925,414.890350342,362.640949249,189.082798176,76.6101980695,16828.3690376,331
355,77,165911,111075275508,0,1443.16040039,1443.16040039,166.711900991,155.358837534,27659338.2053,355
352,78,13397,8969118780.47,0,1476.2956543,1476.2956543,269.085591033,237.720291866,3604939.66307,352
350,79,189780,127055263280,0,2621.50512695,2621.50512695,310.391096104,254.890349177,58906022.2186,350
660,80,15076,10093187634.1,0,1397.61254883,1397.61254883,273.40983577,187.237986318,4121926.68407,660
640,81,1163860,779189265047,0,3014.18286133,3014.18286133,260.87173245,247.302538264,303618174.529,640
305,82,125322,83901463298.2,0,2042.1348877,2042.1348877,396.450229122,335.605029632,49683935.6141,305
390,83,61623,41255804031.4,0,173.124237061,173.124237061,20.4212759669,16.6678500942,1258420.28891,390
310,84,138838,92950251044.5,0,696.108459473,696.108459473,42.488229997,57.4362860492,5898980.87633,310
290,85,464388,310901778923,0,1389.60852051,1389.60852051,32.8070004223,53.7212923787,15235177.3121,290
211,86,45682,30583510049.2,0,380.852996826,380.852996826,40.7798032163,43.2677264482,1862902.97053,211
220,87,815876,546218463397,0,2298.50024414,2298.50024414,113.394893989,174.96073952,92516172.5278,220
223,88,264,176744596.405,10.2469511032,1833.53808594,1823.29113483,565.185562062,424.538770335,149208.988384,223
212,89,3852,2578864338.46,6.0827627182,436.392028809,430.30926609,103.247592907,62.3345056884,397709.72788,212
210,90,51288,34336654774.4,0,204.663131714,204.663131714,3.87650648449,9.15533861778,198818.264577,210
225,91,61942,41469370418.7,0,2500.6262207,2500.6262207,527.040428781,394.469737632,32645938.2396,225
375,92,496336,332290553036,0,689.721679688,689.721679688,38.1278923077,34.1596674829,18924245.5564,375
360,93,354511,237340544001,0,1536.15759277,1536.15759277,151.042707796,155.377226736,53546301.3836,360
781,94,15,10042306.6139,0,0,0,0,0,0,781
698,95,462053,309338526526,0,2331.96655273,2331.96655273,71.3252038764,141.370554864,32956024.4267,698
520,96,954738,639184782132,0,2226.30102539,2226.30102539,38.6252805811,82.0521010606,36877023.1315,520
780,97,98386,65868158568,0,1828.81982422,1828.81982422,65.8832836129,116.414059071,6481992.74154,780
692,98,901,603207883.944,0,74.478187561,74.478187561,16.681765017,13.5140640184,15030.2702804,692
630,99,2427826,1625398206490,0,2767.52246094,2767.52246094,172.963518022,205.202529774,419925326.106,630
690,100,24949,16703033847.4,0,164.01524353,164.01524353,14.9054832675,10.1551041114,371876.902041,690
694,101,16393,10974902154.8,0,105.943382263,105.943382263,10.7319952053,8.53934524629,175929.5974,694
696,102,104998,70294807323.4,0,1853.21691895,1853.21691895,43.646958909,87.5834233656,4582843.39153,696
700,103,961246,643541804229,0,2887.18774414,2887.18774414,271.345199547,302.581787469,260829487.684,700
790,104,220637,147713626959,0,4449.29443359,4449.29443359,562.308880299,407.795531777,124066144.423,790
770,105,1312709,878841751526,0,3533.88867188,3533.88867188,215.269946534,357.138924619,282586796.245,770
771,106,205760,137753667259,0,1068.80541992,1068.80541992,23.8173719081,66.1808016691,4900662.44381,771
760,107,59740,39995159807.8,5.3851647377,2914.73999023,2909.3548255,769.208276095,314.134818122,45952502.4139,760
835,108,8587,5748885792.93,0,1356.06494141,1356.06494141,51.1857982791,90.7831169914,439532.449822,835
740,109,548481,367200958262,0,1739.234375,1739.234375,218.220980288,180.423029174,119690061.49,740
731,110,181715,121655849757,0,1787.31225586,1787.31225586,312.092647807,190.344389196,56711915.4963,731
840,111,432126,289302785857,0,2070.50976563,2070.50976563,227.984493723,216.050599113,98518027.3346,840
732,112,142385,95324921815.1,0,1163.98498535,1163.98498535,214.627820508,155.36527574,30559782.2231,732
811,113,272866,182680269101,0,1574.72595215,1574.72595215,61.5930321449,106.513373241,16806644.3093,811
812,114,345207,231111635952,0,2244.33837891,2244.33837891,292.377988636,218.68189487,100930928.323,812
775,115,999006,668821637412,0,2726.89648438,2726.89648438,228.292327183,242.364162071,228065404.61,775
800,116,767762,514006760703,0,2019.40686035,2019.40686035,120.86136169,155.349989599,92792760.7741,800
816,117,485583,325091558168,0,2299.25024414,2299.25024414,238.987270266,246.398995614,116048155.658,816
983,118,15,10042306.6139,0,1,1,0.0666666666667,0.249443825785,1,983
987,119,705,471988410.856,0,568.531433105,568.531433105,150.520925355,98.8549759433,106117.252375,987
571,120,868012,581122843239,0,700.178527832,700.178527832,11.1703578982,17.4270625748,9696004.6999,571
516,121,40882,27369971932.8,0,1070.99902344,1070.99902344,133.511730453,120.580666207,5458226.56439,516
501,122,874470,585446390980,0,3461.29418945,3461.29418945,55.3555860052,98.2873285108,48406799.294,501
517,123,37795,25303265231.6,0,2803.79956055,2803.79956055,217.281279777,137.647563648,8212145.96916,517
510,124,1413891,946581796047,0,2285.38745117,2285.38745117,53.8853925459,82.6006136527,76188071.5522,510
551,125,1129867,756431389799,0,1354.03918457,1354.03918457,35.9137298409,52.4850816685,40577738.1941,551
552,126,585433,391939845862,0,1380.38146973,1380.38146973,67.6507724201,88.1322156496,39604994.6502,552
581,127,2370,1586684445,0,1075.50732422,1075.50732422,327.858875591,189.280285152,777025.535151,581
570,128,45735,30618992865.9,12.0415945053,1474.48095703,1462.43936253,356.88547158,185.110871015,16322157.0427,570
553,129,178081,119222933608,0,2430.23095703,2430.23095703,68.6287668406,109.96067845,12221479.4277,553
541,130,1179097,789390240106,0,1981.96240234,1981.96240234,47.6382329057,73.1361762878,56170097.5044,541
572,131,25668,17184395077.8,6.40312433243,1346.07202148,1339.66889715,177.25351471,130.264281552,4549743.21558,572
540,132,1871680,1253065629550,0,1507.07568359,1507.07568359,56.2086144523,69.8308184876,105204539.498,540
484,133,517182,346246681281,0,1052.27368164,1052.27368164,15.1033151412,27.2834110936,7811162.73136,484
490,134,3498160,2341973020310,0,1603.42724609,1603.42724609,33.8599916267,58.4084528304,118447668.309,490
950,135,24891,16664203595.2,0,1855.58666992,1855.58666992,133.00086259,127.753511357,3310524.47074,950
481,136,391114,261845780600,0,2180.18188477,2180.18188477,20.0354216468,32.1862159692,7836133.90198,481
920,137,392556,262811181010,0,3488.29345703,3488.29345703,270.081941163,266.642382172,106022286.495,920
580,138,885440,592790664550,0,1519.92004395,1519.92004395,99.3139034679,103.718603714,87936502.6866,580
590,139,2923,1956910815.5,0,1174.88464355,1174.88464355,80.1770986422,101.863090799,234357.659331,590
591,140,356,238337410.304,0,717.020935059,717.020935059,142.216123002,182.851342322,50628.9397888,591
900,141,11500394,7699365515280,0,4106.42578125,4106.42578125,15.9829189723,49.4665034701,183809865.452,900
970,142,26,17406664.7975,3,123.345046997,120.345046997,31.7917761803,26.5571645686,826.586180687,971
910,143,686979,459923583690,0,5347.23681641,5347.23681641,151.158977728,222.72044544,103843043.361,910
940,144,37937,25398332400.9,0,1793.00085449,1793.00085449,159.427660709,143.570224088,6048207.16431,940
947,145,3,2008461.32279,0,0,0,0,0,0,973
935,146,17328,11600872600.4,0,6662.31933594,6662.31933594,181.753519629,201.528688638,3149424.98814,935
20,147,14749990,9874928142180,0,3214.06347656,3214.06347656,93.8339373379,182.11706494,1384049637.4,20
260,148,368740,246866676055,0,2553.44604492,2553.44604492,81.1537812251,105.440951806,29924645.2889,260
265,149,162422,108739434990,0,468.102539063,468.102539063,35.5859258383,45.7191281061,5779937.2465,265
315,150,190522,127552022714,0,1623.81774902,1623.81774902,134.935550784,124.395683719,25708191.0066,315
345,151,380295,254602599583,0,2099.88574219,2099.88574219,215.887573694,199.53299459,82100964.838,345
365,152,32800506,21959515889600,0,3258.00268555,3258.00268555,105.994371593,160.486174834,3476669021.4,365
530,153,1875688,1255748933870,0,2071.38183594,2071.38183594,125.998060938,161.779601148,236333050.924,530
560,154,3065396,2052243101680,0,2035.88952637,2035.88952637,84.4699359633,117.128049123,258933803.822,560
678,155,204559,136949613243,0,1933.29248047,1933.29248047,188.702695753,202.869480202,38600834.7406,678
680,156,430875,288465257486,0,1500.37390137,1500.37390137,121.624554596,142.270340556,52404979.9613,680
713,157,53354,35719815138.7,0,2395.00512695,2395.00512695,387.448242825,342.523476581,20671913.5477,713
710,158,14017112,9384275769740,0,7104.00390625,7104.00390625,220.469537094,258.643583289,3090346194.04,710
820,159,491179,328838008022,0,2935.35913086,2935.35913086,97.6873624378,131.251877649,47981980.9949,820
830,160,796,532911737.647,0,105.14276123,105.14276123,25.6215598802,15.6353064107,20394.7616646,830
850,161,2816779,1885797225450,0,4699.08007813,4699.08007813,92.4025071228,139.783924548,260277441.611,850
620,162,2599512,1740339770040,0,1375.69006348,1375.69006348,29.5977737129,48.2085513023,76939767.94,620
483,163,1735557,1161933036000,0,1611.97363281,1611.97363281,25.5147834615,58.8113483449,44282361.0401,483
666,164,41846,28015357504.5,0,1242.72241211,1242.72241211,165.859123553,139.966603725,6940540.88421,666
652,165,279707,187260230404,0,1278.16003418,1278.16003418,47.7031809804,74.2701643844,13342913.6425,652
651,166,1495758,1001390697080,0,1525.67785645,1525.67785645,45.1978256337,72.6395984443,67605009.2741,651
750,167,4724772,3163173940330,0,3754.57617188,3754.57617188,115.695303796,225.461877346,546633931.905,750
2,168,14112897,9448402592340,0,3485.76269531,3485.76269531,123.542468904,185.853043987,1743542138.76,2
670,169,2930380,1961851630360,0,1788.59692383,1788.59692383,54.1288136827,93.7589104922,158617993.039,670
600,170,1005462,673143846178,0,2168.60546875,2168.60546875,99.2281317831,151.118309892,99770115.8389,600
435,171,1557893,1042989278510,0,850.629760742,850.629760742,9.24610940287,24.3625184933,14404449.116,435
110,1,316216,211702535216,0,2094.16040039,2094.16040039,25.6364142634,36.3729338602,8106644.37272,110
115,2,217896,145878562797,0,1047.38293457,1047.38293457,28.4645292134,43.2412003617,6202307.05748,115
52,3,7390,4947509725.14,0,824.34942627,824.34942627,59.0234151681,85.7149739143,436183.038092,52
101,4,1367350,915423196572,0,2986.99169922,2986.99169922,60.7411301406,106.413900676,83054384.2977,101
990,5,4063,2720126118.16,0,710.119689941,710.119689941,173.230327683,107.791058262,703834.821377,990
955,6,528,353489192.811,0,149.067092896,149.067092896,2.25767742413,14.0678635926,1192.05367994,972
160,7,4161730,2786224580300,0,3452.08276367,3452.08276367,82.5414448832,160.498164726,343515207.414,160
145,8,1632163,1092712086000,0,2950.68188477,2950.68188477,93.4939905125,165.711722272,152597432.037,145
140,9,12722412,8517490811530,0,2207.21850586,2207.21850586,29.4705309488,51.7030854086,374936236.589,140
155,10,1100095,736499419631,0,4698.68457031,4698.68457031,265.573336022,265.54933957,292155899.091,155
130,11,382485,256068776349,0,2544.25610352,2544.25610352,121.112505132,163.836298484,46323716.5255,130
150,12,598426,400638491851,0,910.747497559,910.747497559,24.304195917,37.3128874941,14544262.7458,150
135,13,1938582,1297855656020,0,6507.48291016,6507.48291016,141.801701505,217.135738348,274894226.108,135
165,14,266333,178306509827,0,667.514770508,667.514770508,44.3678362482,32.7403335663,11816618.9315,165
90,15,163707,109599725923,0,4440.58984375,4440.58984375,194.021963094,229.649301347,31762753.5122,90
70,16,2925137,1958341509450,0,2456.46923828,2456.46923828,183.089827074,210.715981836,535562827.498,70
53,17,659,441192003.906,0,419.011932373,419.011932373,93.7554784219,66.4895611979,61784.86028,53
54,18,1092,731079921.495,0,0,0,0,0,0,54
55,19,492,329387656.937,0,676.616577148,676.616577148,230.622112995,119.157705491,113466.079594,55
56,20,944,631995829.571,0,1337.9420166,1337.9420166,221.979943578,138.321528196,209549.066737,56
57,21,511,342107911.982,14.86606884,1641.74206543,1626.87599659,369.428451365,179.220397211,188777.938647,57
42,22,71966,48180309185.3,0,1425.48242188,1425.48242188,181.623859305,191.021176664,13070742.6587,42
41,23,40125,26863170192.3,0,1541.41101074,1541.41101074,255.864767537,201.938250779,10266573.7974,41
51,24,16292,10907283957,0,1721.35644531,1721.35644531,199.535120153,172.126652436,3250826.17753,51
31,25,16257,10883851908.2,0,112.507774353,112.507774353,6.0210310705,7.68930167593,97883.9021132,31
80,26,32722,21906957134.8,0,1025.59692383,1025.59692383,72.6362680466,115.40949997,2376803.96302,80
100,27,1705843,1142039896080,0,6224.15478516,6224.15478516,84.954608873,156.269299645,144919224.864,100
94,28,76396,51146137071.9,0,1758.96166992,1758.96166992,233.176722677,227.65047814,17813768.9057,94
40,29,161306,107992287378,0,1510.79748535,1510.79748535,62.795746718,116.632615373,10129330.7201,40
92,30,30865,20663719576,0,1447.45947266,1447.45947266,204.623679926,166.836869902,6315709.88092,92
91,31,167629,112225454359,0,1875.68041992,1875.68041992,243.968437238,203.491856886,40896185.1657,91
93,32,192105,128611820805,0,1612.67822266,1612.67822266,109.020324475,132.510297242,20943349.4333,93
95,33,110406,73915393601.3,0,1612.30212402,1612.30212402,167.0955177,168.747318415,18448347.7272,95
58,34,645,431819184.4,0,73.6681747437,73.6681747437,0.274775293631,4.08367924415,177.230064392,58
60,35,239,160007418.716,0,0,0,0,0,0,60
395,36,149994,100419049217,0,1386.48046875,1386.48046875,174.204702461,177.07374919,26129660.1409,395
205,37,101929,68240151390.2,0,1341.51928711,1341.51928711,56.2067334614,75.7857762528,5729096.13498,205
200,38,357443,239303480201,0,1680.62670898,1680.62670898,63.4554073671,85.0904420707,22681691.1755,200
402,39,5762,3857584713.97,0,2406.85449219,2406.85449219,229.127180756,230.823120752,1320230.81552,402
437,40,482864,323271222722,0,1120.47619629,1120.47619629,20.9300513281,34.8643551302,10106368.3045,437
452,41,358759,240184525234,0,1108.06091309,1108.06091309,21.4510695757,33.4088020266,7695764.2699,452
450,42,143959,96378694522.5,0,933.622497559,933.622497559,23.6409111137,35.9297812281,3403321.92302,450
235,43,136484,91374278393.2,0,1506.88024902,1506.88024902,140.607673546,129.127356931,19190697.7162,235
230,44,754640,505221750877,0,2120.03344727,2120.03344727,171.622801771,170.314312855,129513431.128,230
439,45,409282,274009022371,0,525.056213379,525.056213379,18.5952797191,18.5386093478,7610713.274,439
438,46,367682,246158358695,0,1215.39916992,1215.39916992,63.012970503,72.4905074875,23168735.0205,438
404,47,49512,33147645671.3,0,311.128601074,311.128601074,31.4583977239,22.5788614929,1557568.1881,404
432,48,1880820,1259184741710,0,1437.80456543,1437.80456543,11.148588541,25.593608723,20968488.2996,432
433,49,294030,196849294247,0,546.670837402,546.670837402,15.3241143047,19.5259186965,4505749.329,433
451,50,108555,72676172965.1,0,1422.97473145,1422.97473145,42.3094714149,59.4602342241,4592904.66944,451
420,51,15942,10672963469.3,0,104.479660034,104.479660034,21.3784438789,13.2224210135,340815.152317,420
522,52,32095,21487188718.3,0,1281.2767334,1281.2767334,147.418376803,143.89763314,4731392.80348,522
712,53,2333632,1562336537870,0,1713.5057373,1713.5057373,127.300742511,143.067032388,297073086.349,712
625,54,3736281,2501391959860,0,1795.07666016,1795.07666016,26.4243669604,55.7822067106,98728860.211,625
500,55,364048,243725442546,0,1726.73828125,1726.73828125,58.5417247045,94.8498879506,21311997.7952,500
645,56,653435,437466308152,0,2135.90332031,2135.90332031,43.87981195,116.984302806,28672604.9215,645
663,57,133652,89478290904.5,0,1367.79492188,1367.79492188,68.3800787469,111.386741932,9139134.28469,663
385,58,463133,310061572602,0,2583.88769531,2583.88769531,276.275500664,230.737217322,127952301.449,385
380,59,660127,441946515876,0,1835.97790527,1835.97790527,84.3238865432,96.8147000933,55664474.2521,380
615,60,3474278,2325984329210,0,1595.0949707,1595.0949707,38.3711213765,74.1430913203,133311942.834,615
232,61,759,508140714.666,220.726074219,1458.31787109,1237.59179688,657.17174921,214.275783213,498793.357651,232
471,62,698066,467346187251,0,1664.00927734,1664.00927734,45.3696537297,77.1705140311,31671012.7005,471
482,63,930111,622697323134,0,715.346069336,715.346069336,17.7344898327,23.2897849118,16495044.0728,482
221,64,15,10042306.6139,307.449188232,801.220947266,493.771759033,533.353619385,155.209715787,8000.30429077,221
616,65,232190,155448211513,0,1023.36407471,1023.36407471,51.1909256837,73.6428015888,11886021.0345,616
434,66,174572,116873703347,0,570.827453613,570.827453613,13.3132972722,18.5529557783,2324128.93141,434
411,67,40118,26858483782.6,0,1139.15405273,1139.15405273,43.316370222,86.1683768688,1737766.14057,411
946,68,5,3347435.53798,0,0,0,0,0,0,970
436,69,1775283,1188529080840,0,1300.9519043,1300.9519043,13.900250861,27.5590172387,24676879.0492,436
475,70,1365205,913987146726,0,1662.99694824,1662.99694824,26.2279655812,50.0906311139,35806549.7513,475
403,71,1480,990840919.243,0,1418.51501465,1418.51501465,176.442453268,176.908524438,261134.830836,403
461,72,85817,57453375112.6,0,1135.8371582,1135.8371582,26.2830407723,45.9352394936,2255531.70996,461
339,73,42623,28535548987.1,0,2010.53356934,2010.53356934,387.949641028,274.812502189,16535577.5496,339
325,74,447375,299511794761,0,2070.31225586,2070.31225586,243.02731986,257.770041832,108724347.222,325
338,75,396,265116894.608,12.7279224396,276.088745117,263.360822678,89.21332735,46.7260161722,35328.4776306,338
331,76,89,59584352.5761,52.2494010925,414.890350342,362.640949249,189.082798176,76.6101980695,16828.3690376,331
355,77,165911,111075275508,0,1443.16040039,1443.16040039,166.711900991,155.358837534,27659338.2053,355
352,78,13397,8969118780.47,0,1476.2956543,1476.2956543,269.085591033,237.720291866,3604939.66307,352
350,79,189780,127055263280,0,2621.50512695,2621.50512695,310.391096104,254.890349177,58906022.2186,350
660,80,15076,10093187634.1,0,1397.61254883,1397.61254883,273.40983577,187.237986318,4121926.68407,660
640,81,1163860,779189265047,0,3014.18286133,3014.18286133,260.87173245,247.302538264,303618174.529,640
305,82,125322,83901463298.2,0,2042.1348877,2042.1348877,396.450229122,335.605029632,49683935.6141,305
390,83,61623,41255804031.4,0,173.124237061,173.124237061,20.4212759669,16.6678500942,1258420.28891,390
310,84,138838,92950251044.5,0,696.108459473,696.108459473,42.488229997,57.4362860492,5898980.87633,310
290,85,464388,310901778923,0,1389.60852051,1389.60852051,32.8070004223,53.7212923787,15235177.3121,290
211,86,45682,30583510049.2,0,380.852996826,380.852996826,40.7798032163,43.2677264482,1862902.97053,211
220,87,815876,546218463397,0,2298.50024414,2298.50024414,113.394893989,174.96073952,92516172.5278,220
223,88,264,176744596.405,10.2469511032,1833.53808594,1823.29113483,565.185562062,424.538770335,149208.988384,223
212,89,3852,2578864338.46,6.0827627182,436.392028809,430.30926609,103.247592907,62.3345056884,397709.72788,212
210,90,51288,34336654774.4,0,204.663131714,204.663131714,3.87650648449,9.15533861778,198818.264577,210
225,91,61942,41469370418.7,0,2500.6262207,2500.6262207,527.040428781,394.469737632,32645938.2396,225
